tenant_id,property_id,first_name,last_name,email,phone,date_of_birth,lease_start_date,lease_end_date,lease_term_months,monthly_rent,security_deposit,annual_income,credit_score,num_occupants,pet_owner,employment_status,tenant_status
TEN0317,PROP0025,Kevin,Freeman,duncanstacey@example.org,5643751384,1964-07-17,2024-08-29,2025-02-25,6,3130,4389,84529,797,2,No,Self-Employed,Active
TEN0318,PROP0020,Amanda,Reed,baldwinmatthew@example.org,607-590-7889,1973-06-30,2023-12-29,2025-12-18,24,2484,4410,93979,607,1,Yes,Employed,Active
TEN0319,PROP0100,Joel,Petty,grantsandra@example.com,577-493-0274,1970-02-18,2023-01-05,2023-12-31,12,2926,1580,117797,723,4,Yes,Employed,Active
TEN0320,PROP0096,Jennifer,Anderson,tanya76@example.net,579.613.3883,1996-08-11,2025-04-14,2027-04-04,24,847,2085,49484,577,5,No,Retired,Inactive
TEN0321,PROP0012,Lance,Krueger,charles84@example.net,784-252-6071,1998-06-18,2023-11-10,2025-10-30,24,2155,3078,72026,673,1,Yes,Employed,Active
TEN0322,PROP0036,Christopher,Lopez,markpowell@example.net,+1-870-574-3894,1989-08-09,2026-01-03,2026-07-02,6,3147,4470,90174,777,1,No,Employed,Active
TEN0323,PROP0076,Kristin,Nelson,kevin81@example.net,298-493-2772x521,1996-06-18,2022-07-06,2023-01-02,6,2488,1093,43453,756,5,Yes,Self-Employed,Active
TEN0324,PROP0092,Brenda,Ramirez,robert04@example.com,001-209-506-7726,1965-06-14,2023-09-06,2025-02-27,18,3103,2494,146668,810,4,No,Employed,Active
TEN0325,PROP0034,Randy,Floyd,elliswesley@example.org,9852352605,1976-11-24,2022-12-01,2024-11-20,24,3491,3776,73512,792,4,Yes,Employed,Active
TEN0326,PROP0001,Elizabeth,Chang,eduardowalker@example.net,(749)375-2790x30926,1992-11-09,2024-11-29,2026-05-23,18,3043,3862,76548,699,1,Yes,Retired,Active
TEN0327,PROP0062,Robin,Carter,robertsstephanie@example.com,431-773-9400x19476,1961-04-16,2024-07-24,2025-01-20,6,1568,1789,63330,650,4,Yes,Employed,Active
TEN0328,PROP0053,Jessica,Williams,doughertychristina@example.org,453.397.5770x6890,1982-10-15,2023-11-12,2024-05-10,6,990,1809,129241,762,4,No,Employed,Evicted
TEN0329,PROP0022,Gloria,Martinez,katherine08@example.org,(976)235-6508,1967-09-01,2023-06-19,2025-06-08,24,3066,4345,30568,574,5,No,Retired,Active
TEN0330,PROP0027,Dennis,West,timothy23@example.net,251-441-6871x812,1965-04-15,2025-07-25,2026-07-20,12,1224,3973,125747,615,5,No,Employed,Active
TEN0331,PROP0090,Ryan,Jenkins,gary22@example.net,499-308-2922x91392,2003-03-18,2024-06-02,2025-05-28,12,2204,3209,65860,753,4,Yes,Employed,Active
TEN0332,PROP0078,Franklin,Walter,mark14@example.com,(390)838-2213x8013,2004-02-15,2024-04-26,2025-10-18,18,3067,2580,140503,710,2,Yes,Employed,Active
TEN0333,PROP0054,Robert,Burns,victorgoodman@example.org,001-632-309-0701,2000-08-10,2025-09-02,2026-08-28,12,2863,3440,123113,641,1,No,Employed,Active
TEN0334,PROP0099,Joshua,Thomas,amandabutler@example.org,425.351.7209,1989-01-15,2025-09-29,2027-09-19,24,2530,904,118374,696,5,Yes,Employed,Active
TEN0335,PROP0099,Jennifer,Kim,yrhodes@example.net,001-370-718-7914x38685,2002-03-30,2024-08-27,2025-02-23,6,1459,3147,56201,686,3,Yes,Self-Employed,Active
TEN0336,PROP0046,Ronald,Chavez,jamesclayton@example.com,996.260.8003x857,1979-11-08,2022-04-01,2023-03-27,12,2269,4507,128775,566,1,Yes,Self-Employed,Active
TEN0337,PROP0036,Thomas,Wallace,cwilliams@example.com,2958145152,1994-11-13,2024-06-06,2025-11-28,18,2362,3974,120824,574,4,No,Student,Active
TEN0338,PROP0041,Denise,Smith,danielle32@example.com,982.678.2187x79214,1966-12-16,2024-09-15,2025-09-10,12,1723,3812,111338,776,5,Yes,Self-Employed,Evicted
TEN0339,PROP0046,Margaret,Perez,susanwade@example.org,001-902-420-5144x549,1966-12-31,2022-04-05,2024-03-25,24,1565,2223,53255,588,5,Yes,Employed,Active
TEN0340,PROP0084,Michael,Jordan,gravestyler@example.net,782.450.0776x9772,1973-05-18,2023-11-29,2025-05-22,18,3192,2889,47048,632,1,No,Employed,Inactive
TEN0341,PROP0008,Anna,Jenkins,lsmith@example.org,7353600639,1979-01-07,2024-10-30,2025-10-25,12,3361,3267,72287,576,4,No,Employed,Active
TEN0342,PROP0080,Tiffany,Martin,seanmcintyre@example.net,(387)221-6176x911,1976-11-11,2025-02-11,2026-02-06,12,1079,4938,54100,816,2,No,Employed,Active
TEN0343,PROP0054,Corey,Adams,rjohnson@example.com,375-920-4016x830,1997-12-06,2024-11-03,2025-10-29,12,2159,3512,145788,659,3,No,Employed,Active
TEN0344,PROP0080,Mark,Stewart,ysanchez@example.com,(428)518-8418,1981-09-25,2024-01-28,2026-01-17,24,1269,3634,103575,554,4,Yes,Retired,Active
TEN0345,PROP0092,Matthew,Green,danielle65@example.com,237.357.5223x633,1964-12-30,2023-06-22,2024-06-16,12,2362,1728,35226,714,4,No,Employed,Active
TEN0346,PROP0079,Pamela,Salas,henry25@example.org,341-459-8298x074,1982-08-03,2026-03-16,2027-09-07,18,2625,4787,97411,810,1,No,Retired,Active
TEN0347,PROP0078,Jason,Allen,lynn96@example.net,(903)688-7787x921,1960-03-01,2022-05-15,2022-11-11,6,3003,860,42577,635,1,Yes,Employed,Active
TEN0348,PROP0066,Brett,Berg,nbrown@example.net,826.411.8525x157,1978-09-03,2022-10-20,2023-04-18,6,3448,1390,56945,772,2,Yes,Employed,Active
TEN0349,PROP0014,Mary,Schaefer,melaniestevenson@example.net,+1-763-201-6617x2719,2000-07-06,2024-09-07,2025-03-06,6,1831,1377,37113,641,5,Yes,Retired,Active
TEN0350,PROP0069,Tricia,Ramirez,tjefferson@example.org,750-966-8227x97584,1963-11-09,2025-05-20,2027-05-10,24,869,3990,86757,711,1,Yes,Employed,Active
TEN0351,PROP0087,Justin,Nichols,christopher23@example.net,7143127470,1963-11-10,2024-04-05,2024-10-02,6,2265,4919,121866,587,1,No,Self-Employed,Active
TEN0352,PROP0014,Paula,Gibson,katelyndavis@example.net,(588)381-7554x69862,1996-01-27,2023-07-03,2024-12-24,18,2362,4036,130306,774,1,No,Employed,Active
TEN0353,PROP0060,Peter,Nielsen,jennajordan@example.org,386-770-8797x181,1963-11-29,2023-08-13,2025-02-03,18,2020,3856,113105,623,1,Yes,Employed,Active
TEN0354,PROP0089,Laura,Dixon,randycardenas@example.org,(914)675-1989x7437,2004-12-21,2025-07-29,2027-07-19,24,2048,2520,100405,593,3,Yes,Employed,Active
TEN0355,PROP0078,Sean,Lee,allisonmaria@example.com,4863871217,1961-10-31,2025-04-14,2026-04-09,12,1704,2870,51096,644,2,Yes,Employed,Active
TEN0356,PROP0009,Michael,Barron,jeremy17@example.org,(893)993-5260x32305,1974-01-08,2023-01-10,2024-12-30,24,1990,1351,114498,587,3,Yes,Employed,Active
TEN0357,PROP0052,Rodney,Clark,lisamartinez@example.net,(648)782-6743x3503,1958-06-30,2023-10-07,2025-03-30,18,1209,3135,46805,670,5,Yes,Retired,Active
TEN0358,PROP0069,Carol,Hicks,ireeves@example.com,918.970.4219x01146,1990-05-19,2024-04-20,2025-10-12,18,3192,2048,110785,706,5,No,Self-Employed,Evicted
TEN0359,PROP0026,David,Price,andersonbrittany@example.com,001-550-475-6688,1983-06-30,2024-05-10,2024-11-06,6,1707,4372,71053,676,3,No,Employed,Active
TEN0360,PROP0074,Michael,Ward,vglenn@example.org,+1-223-579-4537x6803,1999-03-19,2025-04-26,2027-04-16,24,2051,4789,88373,733,5,Yes,Employed,Active
TEN0361,PROP0044,Cassandra,Martinez,sdaniel@example.org,801-869-4261x14911,1956-01-27,2025-07-02,2026-06-27,12,1878,1426,146824,650,1,Yes,Self-Employed,Active
TEN0362,PROP0087,Mary,Phillips,carolynwalker@example.net,(578)442-4558,1968-03-08,2025-09-30,2027-09-20,24,950,2934,130820,658,5,No,Employed,Active
TEN0363,PROP0060,Alexandra,Carter,valerie05@example.net,001-813-493-9283x365,1975-09-27,2023-05-06,2024-04-30,12,1348,4606,146842,698,5,Yes,Employed,Active
TEN0364,PROP0098,Elizabeth,Dunn,carrie79@example.net,978-471-6273x633,2004-03-03,2022-10-03,2023-09-28,12,2905,1949,141146,634,4,Yes,Employed,Inactive
TEN0365,PROP0098,Ryan,Howard,josephgordon@example.net,+1-715-635-1919x1816,1969-11-27,2023-04-26,2024-04-20,12,2269,1131,126458,797,2,No,Employed,Active
TEN0366,PROP0035,Carl,Dillon,tlee@example.org,001-817-463-9153x77337,1957-04-06,2023-05-17,2023-11-13,6,2921,3759,117632,655,4,No,Retired,Inactive
TEN0367,PROP0008,Patricia,Lopez,sarah84@example.net,(545)853-5131x7470,1989-07-28,2022-09-18,2024-03-11,18,3395,3040,43529,816,3,Yes,Employed,Active
TEN0368,PROP0088,Ryan,Reed,ocarroll@example.net,2888251199,1988-09-17,2022-08-13,2023-02-09,6,2341,2625,97720,678,5,No,Employed,Inactive
TEN0369,PROP0075,Scott,Freeman,flemingdennis@example.org,385-343-4255,1966-05-15,2024-08-06,2026-07-27,24,2855,1938,146283,553,4,Yes,Employed,Active
TEN0370,PROP0044,Stephanie,Johnson,stanleyrichard@example.org,+1-298-226-6107x70564,1987-05-19,2022-11-23,2023-11-18,12,1444,3767,49692,645,5,Yes,Employed,Active
TEN0371,PROP0052,Kelly,Vaughn,michael83@example.net,(715)560-9521,1994-05-03,2026-02-02,2026-08-01,6,2762,2526,93113,795,5,Yes,Employed,Active
TEN0372,PROP0039,Evan,French,bassautumn@example.com,723.653.2892,1971-07-02,2024-08-31,2025-02-27,6,1351,4999,46762,632,1,Yes,Employed,Active
TEN0373,PROP0028,Lawrence,Merritt,anthony80@example.net,904.544.2623,1991-05-03,2025-12-05,2027-11-25,24,1961,1502,108558,559,2,No,Employed,Active
TEN0374,PROP0074,James,Roman,bennettamy@example.org,670.440.1398,1975-12-30,2025-08-28,2026-08-23,12,3261,1969,58752,760,5,Yes,Employed,Active
TEN0375,PROP0026,Sarah,Blanchard,nancypowell@example.org,001-474-710-6842,1985-02-03,2022-03-27,2023-09-18,18,1741,3898,89437,585,4,Yes,Employed,Active
TEN0376,PROP0077,Joshua,Porter,valdezcalvin@example.org,469.941.2682x9023,1994-09-05,2025-05-04,2027-04-24,24,3280,1588,138332,626,2,No,Retired,Active
TEN0377,PROP0081,Tyler,Clark,imurphy@example.net,(588)763-2160x654,2001-09-09,2025-07-01,2025-12-28,6,3500,1867,42214,796,5,Yes,Retired,Active
TEN0378,PROP0097,Robert,Morales,lancemorrow@example.org,001-920-527-7937,1990-01-16,2025-03-09,2027-02-27,24,2317,1155,98425,765,5,No,Employed,Inactive
TEN0379,PROP0058,Tim,Craig,woodstina@example.com,+1-463-804-4104x7263,1974-02-01,2024-02-01,2025-07-25,18,2542,1896,107207,600,3,No,Self-Employed,Inactive
TEN0380,PROP0013,Ruth,Davis,thomas49@example.org,400.781.1438x22641,1957-04-05,2023-10-12,2025-04-04,18,1855,2348,108419,759,1,Yes,Employed,Active
TEN0381,PROP0001,Faith,Brennan,catkinson@example.net,408.859.4295x052,1961-05-30,2025-06-14,2027-06-04,24,2093,4149,115792,655,3,Yes,Employed,Active
TEN0382,PROP0041,Joshua,Ramirez,hughesjohn@example.net,+1-830-588-3138x82970,1974-09-03,2025-02-06,2026-07-31,18,3112,3795,142063,766,5,No,Student,Active
TEN0383,PROP0032,Gilbert,Wilson,colemanjessica@example.net,+1-986-562-9012,1970-04-29,2022-11-01,2024-10-21,24,1532,3832,102365,797,5,No,Employed,Active
TEN0384,PROP0054,Brianna,Brooks,kerrvictoria@example.net,839.844.3619x748,1963-02-11,2022-06-09,2024-05-29,24,3500,1775,126440,620,2,No,Self-Employed,Inactive
TEN0385,PROP0015,Duane,Schmidt,howelldenise@example.org,001-469-538-6766x981,1996-07-13,2024-05-09,2025-05-04,12,2186,1226,96629,755,2,No,Student,Active
TEN0386,PROP0014,Dylan,Santiago,edwardszachary@example.com,(363)632-8883x2864,1963-05-31,2024-02-22,2025-02-16,12,1161,1324,91822,772,3,Yes,Employed,Active
TEN0387,PROP0059,Kimberly,Johnson,freemannathan@example.org,863-986-6490x906,1980-02-09,2025-12-11,2027-12-01,24,1973,1270,110473,816,2,No,Employed,Active
TEN0388,PROP0098,David,Dunn,virginiaallen@example.net,8606768110,1979-06-06,2025-08-31,2027-02-22,18,3255,4982,55525,567,5,Yes,Employed,Active
TEN0389,PROP0056,Colleen,Moore,schultzangela@example.net,001-953-848-5263,1969-11-03,2025-10-02,2026-09-27,12,1444,1511,115854,550,3,No,Employed,Active
TEN0390,PROP0088,Marcus,Walker,marcusgilbert@example.net,645-748-1777,1957-08-25,2024-11-18,2025-11-13,12,1081,1538,97861,557,5,No,Self-Employed,Active
TEN0391,PROP0087,Anna,Conner,chungkaren@example.org,(986)976-6318,1970-03-09,2023-08-10,2025-01-31,18,1726,2393,75544,691,4,No,Employed,Active
TEN0392,PROP0062,Carrie,Johnson,urobinson@example.net,(390)679-4092x23776,2002-06-06,2025-09-12,2026-03-11,6,2860,3210,103220,587,3,Yes,Self-Employed,Evicted
TEN0393,PROP0081,Tamara,Clark,maureen43@example.net,(737)651-1547,2000-10-24,2023-01-07,2024-06-30,18,2344,4761,120989,776,2,No,Student,Active
TEN0394,PROP0070,Jacob,Carrillo,wrightlindsay@example.com,(553)894-8946x6657,1973-01-04,2025-06-03,2025-11-30,6,1856,1353,93172,609,4,Yes,Employed,Active
TEN0395,PROP0050,Danielle,White,melissahawkins@example.com,953-607-0231x205,1978-04-28,2024-12-09,2026-11-29,24,2994,879,76281,814,3,Yes,Employed,Active
TEN0396,PROP0053,Mike,Foster,penaerik@example.net,(270)894-4755x5799,1989-12-13,2022-09-21,2023-03-20,6,2751,3371,102686,641,3,Yes,Retired,Active
TEN0397,PROP0030,Anthony,Miles,shawnedwards@example.org,482-214-9737,1978-04-02,2024-04-04,2026-03-25,24,1761,2782,126614,652,3,Yes,Employed,Inactive
TEN0398,PROP0092,Ashley,Flores,kentlopez@example.com,001-299-371-1007x836,1995-02-25,2022-03-30,2023-09-21,18,1291,1442,50446,604,4,Yes,Self-Employed,Active
TEN0399,PROP0008,Denise,Christian,nmcdonald@example.org,(252)465-5523x7025,1958-03-29,2025-07-22,2027-07-12,24,2816,3050,78653,711,4,Yes,Student,Inactive
TEN0400,PROP0044,Dennis,Sims,anna14@example.org,242.448.1538x331,2000-06-09,2024-07-12,2026-07-02,24,1021,4266,59110,615,4,Yes,Employed,Active
